Date,Station,tmax_c,tmin_c,prcp_mm,wind_max2m_ms,srad_MJm2,ETo_mm,wind_mean2m_ms
2010-01-01,Radium,-1.5,-12.4,0,8.9,5.4,0.36,NA
2010-01-02,Radium,-6.6,-13.2,0,6.8,4.8,0.36,NA
2010-01-03,Radium,-6.1,-8.9,0,6.1,3.5,0.25,NA
2010-01-04,Radium,-3.3,-9.1,0,3.7,4,0.3,NA
2010-01-05,Radium,-3.9,-6.3,0,7.8,2.3,0.15,NA
2010-01-06,Radium,-0.7,-12,0,16.3,3.5,0.33,NA
2010-01-07,Radium,-11.4,-17.6,0,13.9,12.4,0.53,NA
2010-01-08,Radium,-8.2,-19.2,0,8.6,12.6,0.64,NA
2010-01-09,Radium,-3.6,-20.9,0,3.9,12.8,0.76,NA
2010-01-10,Radium,10.8,-13.1,0,10.2,12.2,1.32,NA
2010-01-11,Radium,8.2,-7.3,0,6.9,11.5,1.17,NA
2010-01-12,Radium,12.5,-10.1,0,10,11.7,1.45,NA
2010-01-13,Radium,14.9,-4.9,0,10.1,12.4,1.85,NA
2010-01-14,Radium,10,-5.3,0,7.9,11.8,1.22,NA
2010-01-15,Radium,9.6,-6.9,0,5.3,12.4,1.17,NA
2010-01-16,Radium,13.6,-6.5,0,4.8,11.4,1.24,NA
2010-01-17,Radium,14.3,-5.7,0,5,11.2,1.3,NA
2010-01-18,Radium,1.1,-3.8,0,6,5.5,0.33,NA
2010-01-19,Radium,4,-1,0,6.6,2.9,0.23,NA
2010-01-20,Radium,3.8,-4,0,10,4.2,0.33,NA
2010-01-21,Radium,3.9,-0.8,0,6.2,4.7,0.33,NA
2010-01-22,Radium,13.9,-0.1,1.02,16.5,9.1,0.91,NA
2010-01-23,Radium,13.9,-0.1,0,10,10.2,1.22,NA
2010-01-24,Radium,5.3,-5.2,0,15.5,11.4,1.24,NA
2010-01-25,Radium,5.7,-7.9,0,14.7,13.1,1.42,NA
2010-01-26,Radium,5.9,-8.6,0,6.9,12.9,1.17,NA
2010-01-27,Radium,7.3,-5.1,0,11.3,13.3,1.35,NA
2010-01-28,Radium,-3.3,-8.7,0,9.7,2.3,0.41,NA
2010-01-29,Radium,-6.1,-10.1,0,9.1,11.1,0.46,NA
2010-01-30,Radium,-0.8,-17.6,1.78,5.7,14.6,0.79,NA
2010-01-31,Radium,-3.5,-15.1,0,8.9,10.1,0.43,NA
2010-02-01,Radium,0.5,-8.6,1.27,5.8,9.1,0.51,NA
2010-02-02,Radium,4.4,-12.4,0,3.8,14.4,1.09,NA
2010-02-03,Radium,2.8,-5.6,0,9.3,8,0.48,NA
2010-02-04,Radium,1.2,-0.3,5.08,6.5,6.7,0.38,NA
2010-02-05,Radium,2.2,-3.8,0,8.7,6.1,0.43,NA
2010-02-06,Radium,2.2,-3.7,0,6.6,9.8,0.76,NA
2010-02-07,Radium,0.7,-1.6,0.25,4.5,3.7,0.3,NA
2010-02-08,Radium,0,-12.7,0,12.9,7.1,0.43,NA
2010-02-09,Radium,-1.3,-12.3,0,9.3,16.6,0.97,NA
2010-02-10,Radium,-2.8,-13.4,0,7.6,4.8,0.38,NA
2010-02-11,Radium,6,-4.1,0,5.8,14.8,1.24,NA
2010-02-12,Radium,7.8,-6.3,0,4.8,15.3,1.45,NA
2010-02-13,Radium,13.9,-4.1,0.51,9.1,14.2,1.68,NA
2010-02-14,Radium,0.8,-7.6,0.25,15.9,16.8,1.12,NA
2010-02-15,Radium,4.3,-7.4,0,12,16.8,1.55,NA
2010-02-16,Radium,1,-7.7,0,10.5,12.4,0.97,NA
2010-02-17,Radium,10.7,-10.3,0,7.2,16.8,1.8,NA
2010-02-18,Radium,11.6,-3,0,7.2,14.3,1.73,NA
2010-02-19,Radium,4.9,-3.5,0.76,9.1,12.2,0.86,NA
2010-02-20,Radium,-0.8,-3,0,6.9,2.7,0.2,NA
2010-02-21,Radium,-2.6,-4.7,0,10.1,7.9,0.38,NA
2010-02-22,Radium,-3.1,-11.6,0.25,8.4,15.3,0.79,NA
2010-02-23,Radium,-1,-14.3,0,8.7,18.3,0.99,NA
2010-02-24,Radium,4.4,-14.7,3.3,7.1,18.7,1.3,NA
2010-02-25,Radium,4,-4.7,0,8.1,12.3,1.04,NA
2010-02-26,Radium,11.4,-4.8,0,6.5,15.9,1.78,NA
2010-02-27,Radium,12.5,-5,0,6.2,18.4,2.08,NA
2010-02-28,Radium,8.2,-1.4,0,9.2,10.2,1.17,NA
2010-03-01,Radium,2.1,-1.5,0,7.2,5.6,0.56,NA
2010-03-02,Radium,8.2,-2.5,0,4.8,11.8,1.19,NA
2010-03-03,Radium,12.3,-6,0,5.5,18.5,2.13,NA
2010-03-04,Radium,14.7,-2.3,0,11.3,18.8,2.54,NA
2010-03-05,Radium,17.9,2.4,0,15.3,14.9,2.36,NA
2010-03-06,Radium,18.4,3.6,0,7.1,17.6,2.62,NA
2010-03-07,Radium,11.2,-1.1,0,6,8,1.04,NA
2010-03-08,Radium,11,7.2,9.14,13,2.4,0.23,NA
2010-03-09,Radium,10.8,5.9,0,8.7,5.4,0.69,NA
2010-03-10,Radium,6.1,2.7,6.35,9.2,5.9,0.64,NA
2010-03-11,Radium,6.8,1.1,0,11.7,10.9,1.04,NA
2010-03-12,Radium,8.8,0.8,0,14.4,10,1.32,NA
2010-03-13,Radium,11.4,-1.9,0,9.4,14.7,1.7,NA
2010-03-14,Radium,10.1,-2.4,0,10.2,7.3,0.79,NA
2010-03-15,Radium,12.6,0.2,0,10.7,15.2,1.73,NA
2010-03-16,Radium,13.4,-1.6,0,8.5,19.1,2.26,NA
2010-03-17,Radium,7.4,-5,0,7.2,11.2,1.07,NA
2010-03-18,Radium,19.8,-4.4,0,10.7,22.7,3.86,NA
2010-03-19,Radium,9.8,-3.2,0,15.2,3.3,0.48,NA
2010-03-20,Radium,-0.8,-4.2,0,14.1,12.6,0.81,NA
2010-03-21,Radium,10.3,-7.9,0,9.9,24.1,2.31,NA
2010-03-22,Radium,20.1,-6.4,0,9.9,19.3,3.66,NA
2010-03-23,Radium,17.5,-1.9,0,12.3,20.6,3.15,NA
2010-03-24,Radium,7.6,3.5,5.33,12,2.7,0.33,NA
2010-03-25,Radium,14,-0.6,0,9.2,24.2,2.95,NA
2010-03-26,Radium,17,1,0,15.5,20,3.48,NA
2010-03-27,Radium,10.6,2.9,14.99,15,6.4,0.61,NA
2010-03-28,Radium,15.8,0.5,0,9.9,24,2.95,NA
2010-03-29,Radium,24.4,0.3,0,10.6,24.5,5,NA
2010-03-30,Radium,27.2,6.9,0,10.5,21.2,4.67,NA
2010-03-31,Radium,29.6,5.6,0,10.9,24.1,4.67,NA
2010-04-01,Radium,26.3,10.6,2.54,14,14.3,4.6,NA
2010-04-02,Radium,18,1.2,0,11.7,25.2,4.42,NA
2010-04-03,Radium,21,-2.8,0,15.1,23.9,4.29,NA
2010-04-04,Radium,22.2,2.7,0,11.7,26.3,4.88,NA
2010-04-05,Radium,32.9,9.2,0,14.5,25.1,6.76,NA
2010-04-06,Radium,25.8,4.3,0,17.5,25.1,5.51,NA
2010-04-07,Radium,12.1,-1.2,0,16.1,9.4,1.57,NA
2010-04-08,Radium,17.4,-2.9,0,9.9,25.6,3.84,NA
2010-04-09,Radium,27.2,2.4,0,12.3,27.8,6.43,NA
2010-04-10,Radium,26.2,9.2,0,11.4,26.8,5.51,NA
2010-04-11,Radium,24.4,8.3,0,9.6,23.6,3.89,NA
2010-04-12,Radium,25,13.6,0,11.7,25,4.39,NA
2010-04-13,Radium,25.6,13.7,0,18,23.9,5.41,NA
2010-04-14,Radium,24.7,15.5,0,13.9,15.2,3.94,NA
2010-04-15,Radium,26,13.1,8.13,11.3,18.8,4.01,NA
2010-04-16,Radium,13.7,5.1,7.11,11.3,11.1,1.52,NA
2010-04-17,Radium,17.2,2.6,0,8.7,27.8,4.06,NA
2010-04-18,Radium,17.3,4.2,0,9,24.4,3.61,NA
2010-04-19,Radium,18.3,4.5,0,9,22.7,3.4,NA
2010-04-20,Radium,18.9,3.9,0,8.1,15.6,2.62,NA
2010-04-21,Radium,20.3,11.1,0,8.9,16.3,2.67,NA
2010-04-22,Radium,18.9,14,20.83,11.7,7.9,1.07,NA
2010-04-23,Radium,22.2,10.9,1.27,15.6,28.1,5.18,NA
2010-04-24,Radium,19.6,6.5,1.78,15.9,15.1,2.41,NA
2010-04-25,Radium,21.7,9,0,13.2,28.3,4.98,NA
2010-04-26,Radium,17.2,6,0,14.6,25.5,4.29,NA
2010-04-27,Radium,18.7,3,0,7.5,29,4.19,NA
2010-04-28,Radium,25.3,9.1,0,16.2,23.6,5.51,NA
2010-04-29,Radium,32,11.2,6.86,18.4,25.7,7.24,NA
2010-04-30,Radium,19,7,0,12.6,24.1,3.94,NA
2010-05-01,Radium,19.6,6,0,6.3,23.2,3.68,NA
2010-05-02,Radium,23.4,4.8,1.27,10.2,26.3,4.78,NA
2010-05-03,Radium,23.2,5.8,0,8.5,29.9,5.28,NA
2010-05-04,Radium,31,9.6,0,13,30.4,7.26,NA
2010-05-05,Radium,21.6,5.7,0,8.8,31.5,5.87,NA
2010-05-06,Radium,29.4,9.9,0,20.3,29.5,6.27,NA
2010-05-07,Radium,17,4.2,0,17.6,32,4.75,NA
2010-05-08,Radium,16.8,1.3,0,7.3,25.5,4.19,NA
2010-05-09,Radium,19.2,9.9,0,13.6,17.5,3.53,NA
2010-05-10,Radium,21.6,9.8,7.11,14.7,9.2,1.32,NA
2010-05-11,Radium,20.5,6.7,0,12.9,22.7,3.1,NA
2010-05-12,Radium,12.8,7.3,7.11,11.4,7.2,0.74,NA
2010-05-13,Radium,18.8,5.5,0.25,10.3,30.8,4.06,NA
2010-05-14,Radium,20.8,4.7,0,9.7,26.9,4.32,NA
2010-05-15,Radium,18.2,11.9,0,7.6,16.4,2.41,NA
2010-05-16,Radium,21.6,12.5,12.19,6,18.7,2.9,NA
2010-05-17,Radium,21.3,11.4,0,6.7,19.8,3.05,NA
2010-05-18,Radium,22.5,9,0,8.1,25.7,4.19,NA
2010-05-19,Radium,16.7,13.4,67.31,15.7,6,0.64,NA
2010-05-20,Radium,17.2,12,1.27,8.4,8.3,1.12,NA
2010-05-21,Radium,25.6,8.3,0,9.8,27.5,4.65,NA
2010-05-22,Radium,29.7,19.6,0,15.9,25.8,5.18,NA
2010-05-23,Radium,30.7,20.5,0,12.1,23.5,5.28,NA
2010-05-24,Radium,28.4,18.7,0.25,15.3,18.8,4.19,NA
2010-05-25,Radium,28,15.4,14.73,13.5,26.4,4.75,NA
2010-05-26,Radium,26.9,15.6,5.08,12.6,19.8,3.56,NA
2010-05-27,Radium,29.9,16.7,0,7.8,29,5.69,NA
2010-05-28,Radium,30.9,17.5,0,8.5,30,6.2,NA
2010-05-29,Radium,31.6,18.3,0,10.6,29.9,6.58,NA
2010-05-30,Radium,22.7,16.3,0,10.2,15,2.46,NA
2010-05-31,Radium,27.6,16,0,5.4,18.8,3.48,NA
2010-06-01,Radium,34.7,20.5,0,14,27.7,7.29,NA
2010-06-02,Radium,28.4,16.4,0,11.1,30.2,5.69,NA
2010-06-03,Radium,31.3,13.8,0,7.7,28.5,6.07,NA
2010-06-04,Radium,35.9,19.6,0,9.9,28.6,7.42,NA
2010-06-05,Radium,36,20.6,0,9.7,30,7.44,NA
2010-06-06,Radium,30.8,17.3,0,9.3,28.2,6.22,NA
2010-06-07,Radium,25.8,15.4,47.75,24.4,16.2,2.49,NA
2010-06-08,Radium,31.4,19.8,0,12.6,19.7,3.71,NA
2010-06-09,Radium,29.6,19.1,1.02,8.5,19.1,3.4,NA
2010-06-10,Radium,33.2,22.1,0,14.1,29.5,5.99,NA
2010-06-11,Radium,32.7,21.7,0,12.2,25.1,5.61,NA
2010-06-12,Radium,32.6,18.9,18.03,14.7,19.5,3.89,NA
2010-06-13,Radium,28.1,17.2,41.4,17.5,17.5,3.1,NA
2010-06-14,Radium,22.4,16.6,0,7.6,10.4,1.75,NA
2010-06-15,Radium,30.2,17.3,0,4.8,30.2,5.49,NA
2010-06-16,Radium,31.9,18.9,0,11.1,27.1,5.54,NA
2010-06-17,Radium,33,22.1,0,12.9,29.5,6.98,NA
2010-06-18,Radium,34.6,20.9,0,9.8,31,6.76,NA
2010-06-19,Radium,34.5,21,0,13.3,29.2,6.76,NA
2010-06-20,Radium,35,20.1,0,11.6,29.2,6.78,NA
2010-06-21,Radium,35.2,19.5,0,9.6,29,6.88,NA
2010-06-22,Radium,36.4,22.1,0,12.9,29.9,8.41,NA
2010-06-23,Radium,31.6,19.5,0,9.9,30.2,6.73,NA
2010-06-24,Radium,30.1,15.3,0,7.5,29.3,5.69,NA
2010-06-25,Radium,35.8,21.6,0,10.4,30.2,7.32,NA
2010-06-26,Radium,37.4,22.4,0,10.8,30.5,7.95,NA
2010-06-27,Radium,32,17.1,0,7.3,27.8,6.5,NA
2010-06-28,Radium,32.2,14.9,0,4.4,28,5.61,NA
2010-06-29,Radium,34.2,17.2,0,4.4,29.1,6.05,NA
2010-06-30,Radium,31.6,16.9,0,7.3,30.8,6.22,NA
2010-07-01,Radium,30.2,15.4,0,9.1,26.6,5.61,NA
2010-07-02,Radium,29.8,19.7,0,12,23.7,4.8,NA
2010-07-03,Radium,28.4,22,0,11.7,18.1,3.53,NA
2010-07-04,Radium,28.2,19.4,32.26,10.8,13.5,2.41,NA
2010-07-05,Radium,26.3,19.2,13.72,7.2,11.7,2.13,NA
2010-07-06,Radium,30.3,16.3,0,5.8,26.1,4.8,NA
2010-07-07,Radium,26.6,18.9,8.38,5.8,12,2.08,NA
2010-07-08,Radium,25.3,18.7,0,5.4,13.1,2.36,NA
2010-07-09,Radium,29.3,16.6,0,4.5,25.8,4.7,NA
2010-07-10,Radium,30.9,17.9,0.25,7.7,27.8,5.54,NA
2010-07-11,Radium,34.1,19.9,0,6.1,30,6.2,NA
2010-07-12,Radium,29.9,18.2,0.25,6.3,17.8,3.25,NA
2010-07-13,Radium,35.3,17.1,0,9.9,28.3,6.12,NA
2010-07-14,Radium,36.2,21.9,9.4,9.9,27.1,6.22,NA
2010-07-15,Radium,30.9,20.9,3.81,10.2,22.6,4.14,NA
2010-07-16,Radium,34.3,21.7,0,5.1,25.6,4.93,NA
2010-07-17,Radium,35.9,22.9,0,6.8,28.6,6.12,NA
2010-07-18,Radium,35.1,19.8,0,7.7,28.4,6.55,NA
2010-07-19,Radium,37.1,24,0,9.1,29.3,8.08,NA
2010-07-20,Radium,36.8,22.2,0,9.4,24,5.99,NA
2010-07-21,Radium,35.1,21.4,0,9.6,26.2,6.38,NA
2010-07-22,Radium,35.8,23.4,0,12.6,29,7.7,NA
2010-07-23,Radium,36.4,24.5,0,11.3,26.7,7.42,NA
2010-07-24,Radium,32.9,20.9,3.56,9.9,23.4,4.93,NA
2010-07-25,Radium,28.5,21.2,0,5.4,16.6,3.05,NA
2010-07-26,Radium,34,20.5,0,8.5,28.2,6.1,NA
2010-07-27,Radium,33.4,20.7,0,8.3,28.8,6.53,NA
2010-07-28,Radium,33.3,19.8,0,5.5,27.3,5.61,NA
2010-07-29,Radium,33,20.5,0,7.9,25.6,5.51,NA
2010-07-30,Radium,36.4,22.7,0,7.8,28.3,6.58,NA
2010-07-31,Radium,35.1,22.4,0,7.5,27,6.12,NA
2010-08-01,Radium,37,20.9,0,7.9,27.2,6.1,NA
2010-08-02,Radium,40.2,22.7,0,10.5,28.9,8.48,NA
2010-08-03,Radium,39.2,21.6,0,6.6,28.3,6.68,NA
2010-08-04,Radium,32.8,21.2,0,7,27,5.74,NA
2010-08-05,Radium,32.6,19.6,0,6.5,23.8,4.8,NA
2010-08-06,Radium,31.9,18.3,0,5.7,22,4.6,NA
2010-08-07,Radium,36.2,19.7,0,7.8,27.3,6.32,NA
2010-08-08,Radium,40.2,22.7,0,8.7,27.5,7.65,NA
2010-08-09,Radium,37.5,24.4,0,7.8,25.2,6.45,NA
2010-08-10,Radium,37.9,21.9,0,8.8,21.8,5.28,NA
2010-08-11,Radium,39.8,20.1,0,5.2,27.4,6.05,NA
2010-08-12,Radium,39.3,22.3,0,9.4,27.1,7.54,NA
2010-08-13,Radium,38.9,19.8,0,9.6,26.7,7.14,NA
2010-08-14,Radium,33.8,16.7,9.91,10.2,20.1,4.55,NA
2010-08-15,Radium,24,16.6,14.73,10.4,13.3,2.39,NA
2010-08-16,Radium,26.1,16.8,0,5.3,14.4,2.95,NA
2010-08-17,Radium,25.5,17.5,5.84,6.6,13.3,2.24,NA
2010-08-18,Radium,31,16,0,6.3,23.7,4.42,NA
2010-08-19,Radium,34.7,18.6,0,8.8,26.5,5.99,NA
2010-08-20,Radium,34.8,21,0,9.3,25.8,5.46,NA
2010-08-21,Radium,37.1,16.1,0,7.3,26.9,6.1,NA
2010-08-22,Radium,33.1,17,0,8.3,26.6,5.99,NA
2010-08-23,Radium,36.8,19.8,29.72,10.9,23.9,5.61,NA
2010-08-24,Radium,27.1,13,36.83,12.6,23.2,4.62,NA
2010-08-25,Radium,27.3,10.6,0,6.1,26.8,5.03,NA
2010-08-26,Radium,28,12.1,0,8.2,26.5,5.28,NA
2010-08-27,Radium,30.1,12.5,0,8.4,26.5,5.84,NA
2010-08-28,Radium,32.1,18.4,0,12.4,24.9,6.71,NA
2010-08-29,Radium,33.4,20.6,0,12.3,19.9,6.27,NA
2010-08-30,Radium,33.5,22.3,0,12.3,21.3,5.41,NA
2010-08-31,Radium,34.9,23.6,0,10,22.1,5.82,NA
2010-09-01,Radium,32.4,18.7,0,10,19.2,3.78,NA
2010-09-02,Radium,26.1,11.1,3.05,13.8,13.6,2.82,NA
2010-09-03,Radium,26.3,7.9,0,8.4,26,5.03,NA
2010-09-04,Radium,29.9,9.2,0,11.3,25.2,6.38,NA
2010-09-05,Radium,35.1,15.9,0,13.3,24.4,7.52,NA
2010-09-06,Radium,36.2,19,0,14.6,21,7.24,NA
2010-09-07,Radium,25,15.3,0,7.5,19.3,4.37,NA
2010-09-08,Radium,28.5,17.4,0,10.2,14.8,3,NA
2010-09-09,Radium,28.8,18.7,0,6.4,17.6,3.25,NA
2010-09-10,Radium,34.3,17.2,0.76,8.3,22.7,5.03,NA
2010-09-11,Radium,29.1,13.3,0,7.5,21.7,4.34,NA
2010-09-12,Radium,31.1,13.1,0,9.3,23,4.93,NA
2010-09-13,Radium,34.9,21.2,0,9.9,22,5.41,NA
2010-09-14,Radium,31.4,19.4,0,9.9,20.7,4.42,NA
2010-09-15,Radium,29.3,17.2,0,10.9,18.9,3.4,NA
2010-09-16,Radium,24.4,12.8,0,7.1,12,2.08,NA
2010-09-17,Radium,33.4,14.6,0,10.5,22,5.26,NA
2010-09-18,Radium,34.9,13.8,0,10.9,21,5.36,NA
2010-09-19,Radium,33.1,10.1,0,10,19.8,4.17,NA
2010-09-20,Radium,32.9,20.3,0,15.7,21.2,6.83,NA
2010-09-21,Radium,32.7,21.6,0,11.4,15.2,4.57,NA
2010-09-22,Radium,32.4,20.3,0,14.7,18.8,5.03,NA
2010-09-23,Radium,25,15.4,12.95,15.6,7.8,1.57,NA
2010-09-24,Radium,26,9.7,0.25,6,21.9,3.76,NA
2010-09-25,Radium,29.2,9.6,0,12.6,17.6,3.89,NA
2010-09-26,Radium,22.1,6,0,7.2,21.8,3.68,NA
2010-09-27,Radium,27.3,7.1,0,9.3,20.7,3.96,NA
2010-09-28,Radium,26.4,11,0,9,21.3,4.06,NA
2010-09-29,Radium,34.2,9.8,0,10.5,20.4,4.98,NA
2010-09-30,Radium,23,9.8,0,8.1,20.9,4.14,NA
2010-10-01,Radium,26.5,6.6,0,6.8,20.4,3.91,NA
2010-10-02,Radium,18.4,4.8,0,10.2,20.4,3.35,NA
2010-10-03,Radium,19,0.1,0,7.8,21.1,3.43,NA
2010-10-04,Radium,22.1,6.6,0,10.3,20.4,4.01,NA
2010-10-05,Radium,26.3,9.2,0,10.9,19.6,4.72,NA
2010-10-06,Radium,30.8,12.6,0,7.2,19.1,4.19,NA
2010-10-07,Radium,31.6,9.2,0,6.9,19,4.24,NA
2010-10-08,Radium,32.1,13.7,0,11.1,19.2,5.97,NA
2010-10-09,Radium,27.3,9.5,0,10,20,4.67,NA
2010-10-10,Radium,19.6,7.2,0.51,8,7.3,1.35,NA
2010-10-11,Radium,19.9,9.3,3.3,10.8,9.9,1.45,NA
2010-10-12,Radium,22.9,9.6,0,10.5,15.4,2.64,NA
2010-10-13,Radium,20.7,4.3,0,8.4,18.9,3.33,NA
2010-10-14,Radium,28.8,3.4,0,9.9,18.1,4.34,NA
2010-10-15,Radium,28.9,3.6,0,7.7,18.2,4.14,NA
2010-10-16,Radium,31.2,10.3,0,7.6,17.7,4.19,NA
2010-10-17,Radium,28.7,4.4,0,6.9,17.6,3.58,NA
2010-10-18,Radium,21,8,0,12.3,12.3,2.67,NA
2010-10-19,Radium,21,6.5,0,5.1,14.3,2.49,NA
2010-10-20,Radium,27,2.9,0,5.1,17.5,3.25,NA
2010-10-21,Radium,28.9,6.7,2.03,13.8,13.8,2.87,NA
2010-10-22,Radium,21.9,11.4,0.25,11.4,11,1.63,NA
2010-10-23,Radium,24.7,10.9,0,11.5,14.3,3.25,NA
2010-10-24,Radium,25.6,5.9,0,7.6,16.1,3.02,NA
2010-10-25,Radium,23.1,8.6,0,17.9,7.4,2.26,NA
2010-10-26,Radium,20.5,3.4,0,12.7,16.1,3.94,NA
2010-10-27,Radium,19.2,0.1,0,15.4,17.3,4.14,NA
2010-10-28,Radium,18.6,-2,0,9.3,17.1,2.9,NA
2010-10-29,Radium,23.2,2.9,0,14.4,16.3,4.39,NA
2010-10-30,Radium,24.1,1.1,0,8.1,16.6,3.23,NA
2010-10-31,Radium,18,2.8,0,10.2,15.6,2.54,NA
2010-11-01,Radium,16.6,2,0,9.4,13.1,2.03,NA
2010-11-02,Radium,18.3,-1.4,0,6.4,15.8,2.57,NA
2010-11-03,Radium,20.8,0,0,15.1,15.6,3.73,NA
2010-11-04,Radium,14.6,-3.6,0,11.7,16.6,2.84,NA
2010-11-05,Radium,14.2,-6.6,0,5.5,16.2,2.13,NA
2010-11-06,Radium,20.9,0.8,0,9.9,15.6,3.25,NA
2010-11-07,Radium,24.3,4.3,0,13.9,15,4.34,NA
2010-11-08,Radium,23.8,2.4,0,8.4,15,3.1,NA
2010-11-09,Radium,22,9.1,0,12.1,13.9,2.97,NA
2010-11-10,Radium,14.3,-1.1,0,8.8,15,1.9,NA
2010-11-11,Radium,12.7,-1,29.72,10.8,4.7,0.74,NA
2010-11-12,Radium,5.6,2.9,30.48,10.8,1.1,0.13,NA
2010-11-13,Radium,10.7,-0.7,0,8.5,14.1,1.5,NA
2010-11-14,Radium,10.9,-0.1,0,6.6,9.8,1.09,NA
2010-11-15,Radium,13.3,-1.4,0,6,12.3,1.5,NA
2010-11-16,Radium,13.3,-1.2,0,7.2,13.7,1.57,NA
2010-11-17,Radium,6.9,-1.4,3.3,15.7,2.1,0.28,NA
2010-11-18,Radium,9.5,-3.9,0,10.5,12.8,1.24,NA
2010-11-19,Radium,15,2.1,0,10.5,11,1.45,NA
2010-11-20,Radium,3.4,0.8,0,7.5,2.4,0.15,NA
2010-11-21,Radium,17.7,1.1,0,8.8,12.9,1.7,NA
2010-11-22,Radium,4.3,-5,0,7.4,5.9,0.51,NA
2010-11-23,Radium,7,-7.1,0,8.9,9.9,0.81,NA
2010-11-24,Radium,13.2,-6.1,0,13.6,4.2,0.99,NA
2010-11-25,Radium,3.3,-10.3,0,8.7,11.2,1.14,NA
2010-11-26,Radium,11.5,-8.4,0,7.1,12.4,1.7,NA
2010-11-27,Radium,15.8,-5.7,0,10.2,12.2,2.11,NA
2010-11-28,Radium,13.2,0.8,0,15.7,12.2,2.21,NA
2010-11-29,Radium,7,-2.9,0,15.3,7,0.89,NA
2010-11-30,Radium,6.4,-8.2,0,13.6,12.6,1.5,NA
2010-12-01,Radium,8.6,-10.2,0,5.8,10.1,0.99,NA
2010-12-02,Radium,15,-3.3,0,6,11.8,1.55,NA
2010-12-03,Radium,16.6,-2.1,0,11.1,9.1,1.63,NA
2010-12-04,Radium,7.4,-6.7,0,11.8,10.5,1.02,NA
2010-12-05,Radium,0,-9.1,0,6.1,6.8,0.51,NA
2010-12-06,Radium,9.2,-10.8,0,6.2,12.1,1.19,NA
2010-12-07,Radium,3.5,-5.5,0,3.7,3.1,0.41,NA
2010-12-08,Radium,12.1,-3.6,0,5.1,10.9,1.12,NA
2010-12-09,Radium,18.1,-1.4,0,8.3,10.1,1.73,NA
2010-12-10,Radium,17.1,-3.3,0,14.4,8.1,1.57,NA
2010-12-11,Radium,10.2,-7,0,18.9,11.9,1.27,NA
2010-12-12,Radium,-0.9,-11.9,0,12.7,12.2,0.79,NA
2010-12-13,Radium,1.3,-10.4,0,6.6,11.7,0.99,NA
2010-12-14,Radium,5.8,-8.5,0,6,10.9,1.17,NA
2010-12-15,Radium,3.6,-6.5,0,8.4,8.1,0.74,NA
2010-12-16,Radium,9.3,-3.1,0,9.1,11.2,1.37,NA
2010-12-17,Radium,0.9,-4.6,0,6.3,6.7,0.53,NA
2010-12-18,Radium,7.4,-2.7,0,7.7,4.8,0.61,NA
2010-12-19,Radium,9.3,-6,0,7.9,10.5,1.07,NA
2010-12-20,Radium,14.2,-0.6,0,7.4,8.5,1.07,NA
2010-12-21,Radium,4.4,-3.9,0,8.5,7,0.64,NA
2010-12-22,Radium,1,-9,0,7.2,9.2,0.71,NA
2010-12-23,Radium,-1.1,-10,0,7.6,2.5,0.28,NA
2010-12-24,Radium,3.3,-5.2,0,13,7.5,0.71,NA
2010-12-25,Radium,-2.2,-12.6,0,9.6,3.1,0.33,NA
2010-12-26,Radium,-1.7,-14.3,0,8,6.5,0.36,NA
2010-12-27,Radium,3.1,-8.2,0,8.4,9.4,0.64,NA
2010-12-28,Radium,8.1,-8.4,0,5.2,6.6,0.74,NA
2010-12-29,Radium,13.1,-3.5,0,11.4,6.5,0.81,NA
2010-12-30,Radium,11.8,-5.3,0,12.6,11.1,1.73,NA
2012-01-01,Radium,7.3,-2.4,0,12.3,9.1,1.3,4.9
2012-01-02,Radium,6.6,-5.4,0,5.8,9.5,1.04,2.2
2012-01-03,Radium,10.7,-3.6,0,9,9,1.14,3.8
2012-01-04,Radium,12.6,0.1,0,7.5,9.4,1.6,3.8
2012-01-05,Radium,19.1,-0.5,0,5.5,9.2,1.63,3.2
2012-01-06,Radium,12.5,-1.9,0,13.9,8.8,1.65,4.7
2012-01-07,Radium,7.1,-4.8,0,5.2,6,0.76,2.1
2012-01-08,Radium,6.2,-2.9,0,5.8,6,0.84,2.6
2012-01-09,Radium,10.9,-5.3,0,6.5,9.2,1.14,2.8
2012-01-10,Radium,14.4,-4.5,0,4.8,9.4,1.17,2.2
2012-01-11,Radium,3.9,-5.1,0,17.5,3.5,0.86,7.4
2012-01-12,Radium,-0.9,-9.2,0,14.5,10,1.47,6.7
2012-01-13,Radium,8.5,-10.1,0,8.7,9.6,1.47,3.2
2012-01-14,Radium,9.3,-3,0,7.9,9.9,1.68,3.6
2012-01-15,Radium,16.7,-2.1,0,10.3,9.6,2.44,4.6
2012-01-16,Radium,6.5,-3.2,0,11.9,9.3,1.22,4.4
2012-01-17,Radium,-2.3,-10.6,0,13.6,10.5,0.94,5.5
2012-01-18,Radium,7.8,-10.7,0,9.8,8,1.27,4.4
2012-01-19,Radium,-0.9,-10.6,0,10.3,10.2,0.79,4.4
2012-01-20,Radium,-0.3,-9.9,0,10.4,7.3,0.86,4.2
2012-01-21,Radium,3.5,-12,0,13,9.7,1.19,4.7
2012-01-22,Radium,11.5,-0.6,0.51,15.4,4.7,1.37,8
2012-01-23,Radium,11.3,-4.3,0,8.2,10.7,1.7,4
